id,species,n.counted,n.measured,n.total
48495,28,0,214,214
48496,1,0,138,138
48496,5,0,110,110
48496,12,0,32,32
48496,23,0,8,8
48497,1,0,131,131
48493,9,0,72,72
48224,9,0,695,695
48224,12,0,2,2
48224,23,0,187,187
48225,2,0,24,24
48225,23,0,5,5
48223,23,129,137,266
48223,28,0,14,14
48224,1,0,664,664
48224,2,0,38,38
47827,28,0,11,11
47827,60,500,108,608
47828,3,0,2,2
47828,5,96,85,181
47828,9,0,1,1
47828,12,0,1,1
47829,1,0,98,98
47829,2,0,20,20
47826,2,0,13,13
47826,28,0,6,6
47827,1,0,53,53
47827,2,0,16,16
47824,60,500,208,708
47825,2,0,87,87
47825,5,0,130,130
47825,12,0,6,6
47823,3,0,3,3
47823,5,496,140,636
47823,9,0,2,2
47823,12,0,1,1
47823,28,128,69,197
47823,60,359,105,464
47824,1,0,149,149
47824,3,0,1,1
47824,5,272,114,386
47824,9,0,3,3
47824,12,0,2,2
50209,1,0,45,45
50209,12,0,14,14
50210,1,0,52,52
50210,2,7408,205,7613
50210,12,0,47,47
50210,23,0,43,43
50210,28,670,275,945
50211,1,0,274,274
50211,2,0,34,34
50211,9,0,105,105
50211,23,0,5,5
50211,28,0,218,218
50212,2,67,124,191
50212,5,0,91,91
50213,1,0,39,39
50213,9,0,2,2
50213,60,0,7,7
50214,1,0,4,4
50214,12,0,17,17
50214,28,0,155,155
50215,1,956,276,1232
50215,2,0,12,12
50215,5,0,84,84
50215,9,0,26,26
50215,28,0,90,90
50216,2,0,2,2
50216,5,0,21,21
50216,23,0,1,1
50216,28,0,183,183
50217,2,0,1,1
50217,12,0,15,15
50218,2,0,2,2
50218,28,104,203,307
50219,5,0,77,77
50219,12,0,24,24
50221,1,237,343,580
50221,5,0,60,60
50221,12,0,82,82
50221,28,0,201,201
50222,5,0,17,17
50222,9,0,3,3
50223,1,0,137,137
50223,9,0,9,9
50224,1,0,28,28
50224,5,370,101,471
50225,5,0,10,10
50225,12,0,12,12
50226,1,0,1,1
50226,12,0,9,9
50226,28,0,82,82
50227,5,1843,76,1919
50228,12,0,3,3
50228,28,0,11,11
47824,28,0,74,74
47821,9,0,2,2
47821,60,70,22,92
47822,1,0,15,15
47822,5,63,116,179
47822,28,0,118,118
47822,60,10,19,29
47821,1,0,11,11
47821,2,0,396,396
47821,3,0,3,3
47820,1,0,3,3
47820,2,1815,242,2057
47820,9,0,1,1
47818,9,0,36,36
47818,12,0,1,1
47818,28,81,9,90
47819,1,0,3,3
47819,2,1103,245,1348
47819,5,0,1,1
47819,12,0,1,1
47819,28,324,76,400
47815,12,5,1,6
47816,2,18,12,30
47816,23,9,6,15
47817,1,0,3,3
47817,12,0,4,4
47817,28,99,9,108
47818,1,0,2,2
47815,3,20,0,20
47815,9,0,3,3
47813,2,792,197,989
47814,1,0,1,1
47814,23,0,38,38
47812,3,0,6,6
47812,5,0,8,8
47812,12,0,1,1
47812,23,0,1,1
47812,28,360,103,463
47813,1,0,2,2
50229,5,3281,293,3574
50229,9,0,26,26
50230,2,0,1,1
50230,3,0,5,5
50230,5,204,184,388
50230,12,0,25,25
50231,1,1469,351,1820
50231,5,0,227,227
50231,9,0,102,102
50231,28,0,87,87
50232,1,0,6,6
50232,12,0,9,9
50233,9,0,103,103
50233,12,0,40,40
50233,28,0,9,9
50234,9,0,61,61
50234,12,0,90,90
50234,28,95,186,281
50235,5,130,70,200
50235,12,0,53,53
50236,1,0,25,25
50236,9,0,11,11
50236,23,0,2,2
50237,1,235,382,617
50237,2,0,3,3
50237,12,0,7,7
50238,3,0,2,2
50238,5,0,170,170
50238,12,0,1,1
50238,28,0,46,46
50239,1,0,54,54
50239,9,0,3,3
50239,12,0,40,40
50240,5,0,115,115
50240,28,0,239,239
50241,1,0,70,70
50241,12,0,12,12
50242,1,0,14,14
50242,12,0,14,14
50243,1,427,190,617
50243,3,0,2,2
50243,5,0,33,33
50243,28,0,200,200
50244,1,0,328,328
50244,12,0,17,17
50244,28,0,83,83
50245,12,0,94,94
50291,28,0,176,176
50246,1,0,131,131
50246,12,0,169,169
50246,28,0,206,206
50247,1,527,315,842
50247,2,729,282,1011
50247,5,181,164,345
50247,9,0,248,248
50247,23,0,1,1
50247,28,0,35,35
50248,1,0,152,152
50248,3,0,6,6
50248,9,0,237,237
50248,12,0,17,17
50249,5,0,56,56
50249,9,0,16,16
50249,23,0,2,2
50250,1,0,193,193
50250,5,0,42,42
50250,9,0,10,10
50251,5,0,68,68
50252,1,0,104,104
50252,9,0,16,16
50252,12,0,10,10
50253,2,0,76,76
50253,23,0,1,1
50254,2,6486,127,6613
50254,12,0,38,38
50254,23,0,108,108
50254,28,548,152,700
50255,1,0,4,4
50255,2,351,167,518
50255,12,0,108,108
50255,28,1266,200,1466
50256,2,912,197,1109
50256,9,0,9,9
50256,28,118,182,300
50257,1,0,15,15
50257,2,2029,239,2268
50257,9,0,1,1
50257,23,0,48,48
50260,1,0,122,122
50260,2,698,280,978
50260,9,0,1,1
50260,12,0,20,20
50260,28,133,219,352
50261,2,0,225,225
50261,5,81,338,419
50261,28,0,133,133
50262,2,410,148,558
50262,5,0,108,108
50262,28,0,168,168
50263,2,3658,332,3990
50263,9,0,18,18
50264,2,0,10,10
50264,5,0,85,85
50264,9,0,32,32
50264,12,0,29,29
50265,1,0,123,123
50265,9,0,45,45
50265,12,0,13,13
50265,28,0,78,78
50266,5,0,89,89
50266,12,0,2,2
50266,28,0,3,3
50268,3,0,25,25
50268,5,314,256,570
50268,12,0,1,1
50268,28,0,6,6
50269,1,0,191,191
50267,1,0,72,72
50269,2,0,205,205
50269,9,0,24,24
50269,28,0,59,59
50267,2,0,10,10
50267,9,0,32,32
50270,2,0,117,117
50270,5,145,155,300
50270,23,0,10,10
50270,28,0,74,74
50271,2,1273,299,1572
50271,23,0,12,12
50271,28,0,238,238
50272,1,0,50,50
50272,5,0,2,2
50273,3,0,5,5
50273,9,0,72,72
50273,23,0,15,15
50274,2,949,83,1032
50274,9,0,40,40
50274,12,0,2,2
50274,28,0,40,40
50275,1,0,104,104
50275,2,0,156,156
50275,9,0,39,39
50275,60,0,6,6
50276,1,0,59,59
50276,5,0,59,59
50276,28,0,3,3
50277,2,0,336,336
50277,28,0,91,91
50278,2,195,232,427
50278,5,0,54,54
50278,9,0,11,11
50278,12,0,69,69
50278,28,0,109,109
50278,60,0,1,1
50279,3,0,2,2
50279,5,0,34,34
50279,12,0,105,105
50279,60,0,51,51
50280,1,0,48,48
50280,12,0,5,5
50280,28,0,77,77
50281,1,0,63,63
50281,2,196,177,373
50281,9,0,10,10
50281,60,0,25,25
50282,2,0,13,13
50282,3,0,54,54
50282,9,0,363,363
50282,23,0,4,4
50282,28,0,14,14
50283,3,0,4,4
50283,9,0,86,86
50283,23,0,2,2
50283,28,0,47,47
50284,2,837,247,1084
50284,3,0,2,2
50284,9,0,11,11
50284,23,0,1,1
50284,28,0,116,116
50285,1,0,81,81
50285,5,82,191,273
50285,12,0,3,3
50285,23,0,3,3
50286,1,0,136,136
50286,5,169,221,390
50286,12,0,25,25
50288,3,0,1,1
50288,9,0,22,22
50288,28,0,142,142
50287,1,0,59,59
50287,12,0,19,19
50289,2,500,248,748
50287,60,0,12,12
50289,12,0,82,82
50289,28,172,262,434
50290,1,0,93,93
50290,9,0,21,21
50290,12,0,44,44
50290,23,0,1,1
50291,2,0,175,175
50291,9,0,12,12
50291,23,0,1,1
50292,2,0,10,10
50292,5,151,284,435
50292,9,0,65,65
50292,12,0,15,15
50292,28,0,125,125
50293,2,0,81,81
50293,5,0,103,103
50293,60,0,42,42
50294,5,0,55,55
50294,9,0,5,5
50294,28,86,161,247
50295,2,0,84,84
50295,3,0,1,1
50295,9,0,52,52
50295,23,0,7,7
50295,60,147,26,173
50330,2,282,106,388
50330,5,0,6,6
50331,5,0,52,52
50331,9,0,8,8
50331,60,0,62,62
50332,1,0,8,8
50332,5,0,2,2
50332,9,0,13,13
50332,12,97,121,218
50350,2,0,2,2
50350,9,0,60,60
50351,1,0,2,2
50351,5,0,2,2
50351,12,0,65,65
50353,2,0,169,169
50353,5,0,156,156
50353,23,0,1,1
50354,2,0,143,143
50354,5,0,93,93
50354,9,0,25,25
50354,12,0,20,20
50354,28,0,102,102
50355,1,0,8,8
50355,9,0,1,1
50355,28,133,100,233
50356,1,0,244,244
50356,12,0,18,18
50356,28,0,90,90
50357,2,732,257,989
50357,12,0,2,2
50357,60,0,29,29
50358,1,0,219,219
50358,5,0,69,69
50358,12,0,52,52
50358,23,0,1,1
50359,2,0,71,71
50359,5,268,88,356
50359,60,2895,107,3002
50360,9,0,1,1
50361,2,6352,215,6567
50361,9,0,4,4
50361,60,0,1,1
50362,3,0,4,4
50362,5,146,107,253
50362,28,0,16,16
50363,3,0,5,5
50363,5,112,94,206
50363,9,0,2,2
50364,1,0,1,1
50364,3,0,3,3
50364,9,0,1,1
50364,60,0,3,3
50365,1,0,104,104
50365,2,0,94,94
50365,9,0,2,2
50367,1,0,4,4
50366,2,0,210,210
50367,5,0,5,5
50366,9,0,14,14
50366,12,0,16,16
50366,23,0,2,2
50367,60,0,117,117
50368,1,0,2,2
50368,2,99,373,472
50368,5,0,94,94
50368,9,0,46,46
50368,12,0,3,3
50369,1,0,84,84
50369,5,0,114,114
50369,9,0,8,8
50369,28,0,104,104
50370,1,0,68,68
50370,9,0,3,3
50370,12,0,12,12
50370,28,0,124,124
50371,1,0,101,101
50371,9,0,25,25
50372,2,290,290,580
50372,5,0,45,45
50372,9,0,5,5
50372,12,0,6,6
50372,23,0,1,1
50373,3,0,4,4
50373,9,0,4,4
50373,28,0,19,19
50374,1,0,97,97
50374,9,0,25,25
50374,12,0,16,16
50374,28,0,73,73
50375,1,0,27,27
50375,5,40,222,262
50375,9,0,39,39
50375,12,0,8,8
50375,60,0,205,205
50376,1,0,183,183
50376,2,0,148,148
50376,12,0,36,36
50376,23,0,26,26
50377,1,184,343,527
50377,5,0,85,85
50377,12,0,19,19
50313,2,0,1,1
50313,12,0,50,50
50314,2,0,1,1
50314,5,472,280,752
50314,23,0,1,1
50315,5,72,184,256
50315,12,0,17,17
50315,28,37,183,220
50316,1,0,31,31
50316,12,0,4,4
50317,9,0,35,35
50319,1,0,43,43
50319,5,0,106,106
50319,12,0,3,3
50320,5,0,42,42
50320,9,0,23,23
50320,28,0,4,4
50321,5,0,44,44
50321,12,0,7,7
50322,9,0,41,41
50322,23,0,25,25
50323,1,225,353,578
50323,2,0,2,2
50323,23,0,1,1
50324,1,0,8,8
50324,2,0,20,20
50324,9,0,10,10
50324,12,0,13,13
50325,5,0,4,4
50325,9,0,58,58
50325,60,0,2,2
50326,1,0,299,299
50326,12,0,60,60
50326,23,0,1,1
50327,5,188,101,289
50327,12,0,3,3
50329,1,222,297,519
50575,60,0,1,1
50576,2,0,61,61
50576,5,0,77,77
50576,9,0,17,17
50577,2,0,243,243
50577,9,0,22,22
50577,23,0,14,14
50578,1,0,4,4
50578,9,0,50,50
50578,23,0,5,5
50579,2,0,19,19
50579,9,0,26,26
50579,28,0,33,33
50580,2,0,191,191
50580,5,0,161,161
50580,9,0,91,91
50580,12,0,13,13
50580,23,0,19,19
50581,1,0,22,22
50581,12,0,21,21
50582,1,0,7,7
50582,5,120,177,297
50582,9,0,7,7
50582,23,0,25,25
50583,2,0,351,351
50583,5,0,85,85
50583,12,0,1,1
50584,1,0,6,6
50584,9,0,28,28
50584,28,0,66,66
50585,1,0,7,7
50585,9,0,10,10
50585,12,0,2,2
50585,28,0,52,52
50586,1,0,25,25
50586,5,0,33,33
50427,5,0,102,102
50427,12,0,4,4
50427,60,0,10,10
50427,28,0,73,73
50428,1,0,100,100
50428,9,0,68,68
50428,28,0,131,131
50428,60,0,2,2
50429,5,0,87,87
50429,9,0,23,23
50429,28,0,117,117
50430,1,0,27,27
50430,2,476,186,662
50430,12,0,19,19
50430,28,0,239,239
50431,2,0,2,2
50431,3,0,1,1
50431,12,0,4,4
50431,28,0,42,42
50432,1,0,12,12
50432,12,0,3,3
50432,28,0,20,20
50432,60,0,6,6
50433,3,0,3,3
50433,12,0,2,2
50434,1,0,5,5
50434,5,0,15,15
50434,60,0,6,6
50435,1,0,4,4
50435,5,0,23,23
50436,1,0,9,9
50436,12,0,3,3
50436,28,0,23,23
50437,5,0,6,6
50437,28,0,27,27
50438,3,0,7,7
50438,12,0,2,2
50438,28,0,30,30
50439,1,0,3,3
50440,1,0,10,10
50440,12,0,2,2
50586,28,0,30,30
50587,1,0,380,380
50587,5,388,226,614
50587,9,0,6,6
50587,12,0,2,2
50587,28,0,33,33
50588,1,0,67,67
50588,5,0,253,253
50588,12,0,15,15
50588,23,0,1,1
50588,28,0,71,71
50589,1,0,58,58
50589,3,0,2,2
50589,5,0,143,143
50589,9,0,51,51
50589,28,0,39,39
50589,60,0,1,1
50590,1,0,136,136
50590,5,0,229,229
50590,9,0,75,75
50590,28,0,14,14
50591,2,0,8,8
50591,5,0,12,12
50591,12,0,20,20
50591,60,0,6,6
50592,1,0,55,55
50592,2,0,23,23
50592,5,0,58,58
50592,23,0,2,2
50593,1,0,46,46
50593,2,0,123,123
50593,9,0,67,67
50593,23,0,9,9
50593,28,0,223,223
50594,1,0,105,105
50594,2,0,39,39
50594,5,0,70,70
50594,9,0,45,45
50594,12,0,7,7
50594,23,0,6,6
50595,1,0,184,184
50595,5,0,122,122
50596,2,0,50,50
50596,9,0,38,38
50596,12,0,3,3
50596,28,0,1,1
50597,2,0,14,14
50597,5,0,78,78
50597,9,0,19,19
50597,12,0,1,1
50597,28,0,81,81
50441,1,0,2,2
50441,28,0,3,3
50442,3,0,1,1
50442,5,0,34,34
50443,1,0,6,6
50443,5,0,15,15
50443,28,0,16,16
50444,28,0,7,7
50444,60,0,1,1
50445,60,0,1,1
50446,12,0,10,10
50450,1,0,156,156
50451,1,0,164,164
48428,1,0,13,13
48428,2,0,67,67
48426,1,0,12,12
48426,2,0,14,14
48426,5,210,287,497
48426,9,3,3,6
48426,23,0,1,1
48423,2,0,226,226
48423,5,385,244,629
48423,12,0,2,2
48423,23,0,9,9
48423,28,0,8,8
48424,2,0,49,49
48424,3,0,1,1
48424,5,160,213,373
48424,12,0,2,2
48424,23,0,20,20
48424,28,0,10,10
48425,1,0,5,5
48425,2,0,849,849
48425,9,0,16,16
48423,1,0,236,236
48421,1,0,305,305
48421,2,0,17,17
48421,5,0,202,202
48421,12,0,5,5
48421,28,0,7,7
48422,1,0,45,45
48422,5,0,82,82
48422,9,0,118,118
48419,28,0,43,43
48420,1,0,32,32
48420,2,0,20,20
48420,9,0,24,24
48420,12,0,15,15
48420,23,0,47,47
48418,28,0,22,22
48419,1,0,18,18
48419,5,0,48,48
48419,12,0,28,28
48417,3,0,4,4
48417,9,0,100,100
48417,28,0,10,10
48418,2,0,83,83
48418,9,0,34,34
48418,12,0,18,18
48415,2,0,157,157
48415,5,0,94,94
48415,9,0,38,38
48415,12,0,22,22
48416,1,0,42,42
48416,9,0,38,38
48416,12,0,26,26
48416,23,0,6,6
48416,28,0,63,63
47811,9,0,1,1
47811,28,0,31,31
47812,2,707,202,909
47809,28,0,11,11
47810,1,0,21,21
47810,2,0,81,81
47810,5,1136,145,1281
47810,12,0,1,1
47810,28,0,18,18
47811,2,0,385,385
47811,3,0,6,6
47807,60,495,154,649
47808,1,0,17,17
47808,3,0,5,5
47808,28,0,11,11
47808,60,0,27,27
47809,2,0,9,9
47809,3,0,6,6
47807,28,0,14,14
47806,60,0,51,51
47807,1,0,14,14
47807,5,76,32,108
47805,3,0,4,4
47805,28,0,8,8
47806,5,0,10,10
47805,1,0,60,60
48417,2,0,59,59
48414,2,0,76,76
48414,5,1289,225,1514
48414,12,0,17,17
48414,23,0,4,4
48414,28,0,42,42
48415,1,0,16,16
48413,9,0,46,46
48413,23,0,1,1
48412,1,0,38,38
48412,5,0,208,208
48412,9,0,20,20
48412,12,0,3,3
48412,60,0,1,1
48413,1,0,75,75
48413,2,0,194,194
48410,5,0,233,233
48410,28,0,20,20
48411,2,0,140,140
48411,5,0,91,91
48411,23,0,1,1
48411,28,0,23,23
48409,5,124,247,371
48409,28,0,5,5
48410,2,0,17,17
48408,1,0,6,6
48408,2,0,15,15
48408,28,0,6,6
48409,2,0,7,7
48406,9,0,13,13
48406,28,0,5,5
48407,2,0,4,4
48407,5,378,86,464
48407,12,0,2,2
48404,5,0,82,82
48404,12,0,10,10
48404,23,0,1,1
48404,28,0,12,12
48405,2,0,30,30
48405,3,0,12,12
48405,9,0,16,16
48405,12,0,6,6
48405,28,0,11,11
48406,2,0,40,40
48406,3,0,3,3
48404,1,0,81,81
48404,2,0,49,49
48402,12,0,9,9
48403,1,0,48,48
48403,5,0,162,162
48384,1,0,53,53
48384,2,0,2,2
48381,5,0,143,143
48381,12,0,2,2
48382,1,0,147,147
48382,9,0,23,23
48382,12,0,4,4
48382,23,0,4,4
48383,2,0,26,26
48380,28,0,7,7
48381,1,0,246,246
48381,2,0,252,252
48381,3,0,18,18
48379,12,0,9,9
48379,23,0,4,4
48380,1,379,230,609
48380,5,0,96,96
48380,9,0,56,56
48378,2,0,18,18
48378,5,0,111,111
48379,1,0,187,187
48375,23,0,2,2
48376,1,0,69,69
48376,2,0,182,182
48376,12,0,3,3
48376,23,0,5,5
48377,1,0,104,104
48377,2,0,19,19
48377,9,0,32,32
48377,23,0,1,1
48375,9,0,14,14
48374,5,0,138,138
48374,9,0,17,17
48374,12,0,11,11
48374,23,0,6,6
48375,2,0,599,599
48374,1,0,5,5
48305,5,0,114,114
48305,12,0,12,12
50296,1,0,114,114
50296,3,0,7,7
50296,12,0,19,19
50296,28,119,129,248
50297,1,0,110,110
50297,9,0,3,3
50297,28,0,3,3
50298,1,0,28,28
50298,3,0,3,3
50298,9,0,5,5
50298,28,30,38,68
50298,60,115,18,133
50300,1,0,13,13
50300,5,0,23,23
50300,9,0,83,83
50300,12,0,11,11
50300,28,0,94,94
50300,60,69,248,317
50301,5,0,21,21
50301,23,0,4,4
50302,3,0,1,1
50303,2,0,4,4
50303,5,147,274,421
50303,28,0,100,100
50304,2,0,1,1
50304,5,0,274,274
50304,9,0,41,41
50304,12,0,23,23
50304,28,0,148,148
50305,1,0,19,19
50305,2,0,209,209
50305,5,0,109,109
50305,9,0,67,67
50305,28,0,45,45
50305,60,714,173,887
50306,2,143,166,309
50306,5,0,48,48
50306,12,0,3,3
50307,12,0,16,16
50307,28,0,10,10
48304,28,111,228,339
48681,1,0,124,124
48681,3,0,4,4
48681,5,0,186,186
48681,9,0,14,14
48681,28,0,2,2
48679,5,0,197,197
48677,9,0,44,44
48678,1,0,72,72
48678,2,0,297,297
48678,9,0,57,57
48678,28,0,153,153
48676,2,0,224,224
48676,5,0,86,86
48676,9,0,6,6
48676,23,0,2,2
48676,28,0,119,119
48677,1,0,89,89
48675,5,0,104,104
48675,12,0,59,59
48675,23,0,2,2
48673,9,0,36,36
48673,23,0,9,9
48673,28,0,41,41
48674,1,0,63,63
48674,3,0,1,1
48674,5,220,245,465
48674,9,0,34,34
48674,23,0,47,47
48674,28,0,70,70
48675,2,0,63,63
48671,12,0,3,3
48671,28,0,23,23
48672,2,0,352,352
48672,9,0,48,48
48672,23,0,131,131
48673,1,0,34,34
48673,2,0,233,233
48673,5,0,318,318
48670,23,0,32,32
48670,28,0,38,38
48671,2,0,47,47
48671,5,0,18,18
50308,12,0,4,4
50309,1,0,131,131
50309,12,0,84,84
50309,23,0,1,1
50310,2,0,50,50
50310,5,66,240,306
50310,12,0,64,64
50310,28,0,64,64
50311,1,0,227,227
50311,9,0,83,83
50311,12,0,37,37
50312,5,0,216,216
50312,12,0,70,70
50313,1,0,234,234
48671,9,0,11,11
48669,5,0,168,168
48669,23,0,3,3
48670,1,0,38,38
48670,5,0,15,15
48670,12,0,2,2
48668,1,0,145,145
48668,9,0,6,6
48394,23,0,24,24
48395,1,0,30,30
48392,23,0,18,18
48391,1,0,18,18
48391,9,0,24,24
48391,28,0,7,7
48392,1,0,19,19
48392,5,0,138,138
48392,9,0,18,18
48392,12,0,2,2
48390,1,0,9,9
48390,2,0,18,18
48390,9,0,38,38
48387,23,0,5,5
48387,28,0,53,53
48388,1,0,106,106
48388,2,0,157,157
48388,9,0,52,52
48388,23,0,7,7
48388,28,0,186,186
48389,2,0,13,13
48389,3,0,10,10
48389,5,0,160,160
48389,9,0,66,66
48389,12,0,5,5
48387,12,0,30,30
48386,3,0,1,1
48386,12,0,37,37
48386,28,0,46,46
48386,60,0,10,10
48387,1,0,75,75
48387,5,0,183,183
48385,2,0,61,61
48385,3,0,2,2
48385,5,0,49,49
48385,12,0,51,51
48385,23,0,1,1
48386,1,0,77,77
48384,12,0,27,27
48385,1,256,266,522
48383,12,0,12,12
48383,28,0,43,43
48293,2,0,179,179
48293,5,0,161,161
48293,12,0,19,19
48293,23,0,1,1
48293,28,0,194,194
48291,12,0,60,60
48291,28,271,116,387
48290,5,0,117,117
48290,9,0,1,1
48291,1,0,5,5
48288,5,0,21,21
48288,12,0,11,11
48289,1,0,27,27
48289,5,0,284,284
48289,9,0,21,21
48289,28,0,43,43
48286,28,755,188,943
48287,2,0,18,18
48287,12,0,96,96
48287,28,132,184,316
48288,1,656,607,1263
48286,1,0,69,69
48286,5,0,38,38
48285,5,0,23,23
48283,1,0,189,189
48283,9,0,7,7
48283,12,0,7,7
48283,28,0,90,90
48284,1,0,51,51
48284,5,0,84,84
48284,12,0,28,28
48281,12,0,18,18
48282,1,0,96,96
48282,2,0,8,8
48282,9,0,8,8
48281,2,0,72,72
48281,9,0,2,2
48280,1,0,64,64
48280,2,0,49,49
48280,9,0,5,5
48280,12,0,10,10
48280,28,0,84,84
48279,2,0,13,13
48279,12,0,4,4
48277,28,0,41,41
48278,1,331,304,635
48278,2,0,62,62
48278,9,0,30,30
48276,1,0,86,86
48276,2,0,6,6
48276,12,0,12,12
48277,1,379,446,825
48277,3,214,118,332
48277,5,0,216,216
48274,28,0,45,45
48275,5,0,74,74
48275,9,0,1,1
48275,12,0,52,52
48275,28,0,13,13
48274,5,0,101,101
48274,9,0,7,7
48274,12,0,66,66
48304,5,0,92,92
48304,12,0,14,14
48302,9,0,6,6
48302,28,56,161,217
48303,9,0,1,1
48303,12,0,42,42
48300,2,0,22,22
48300,12,0,6,6
48300,28,50,58,108
48301,1,0,137,137
48301,2,659,310,969
48301,9,0,9,9
48301,12,0,11,11
48301,28,155,97,252
48298,1,0,106,106
48298,2,0,43,43
48298,12,0,3,3
48299,2,0,103,103
48299,5,1496,213,1709
48299,12,0,14,14
48296,23,0,3,3
48296,28,97,179,276
48297,2,0,518,518
48297,5,140,171,311
48297,9,0,7,7
48297,28,0,42,42
48296,2,235,166,401
48296,9,0,8,8
48271,28,0,50,50
48272,5,0,111,111
48272,12,0,21,21
48272,28,0,43,43
48270,1,0,86,86
48270,5,0,213,213
48270,12,0,17,17
48270,28,0,192,192
48271,1,0,75,75
48271,5,913,172,1085
48271,9,0,48,48
48269,1,0,147,147
48269,5,4741,251,4992
48267,1,0,70,70
48267,5,0,34,34
48267,12,0,17,17
48268,1,0,56,56
48268,5,0,47,47
48266,2,0,11,11
48266,3,0,1,1
48266,5,0,51,51
48263,9,0,87,87
48263,28,0,99,99
48264,2,0,52,52
48264,5,135,215,350
48264,12,0,6,6
48264,28,0,53,53
48265,1,0,24,24
48265,5,0,30,30
48265,9,0,24,24
48265,12,0,12,12
48263,1,0,87,87
48261,5,0,31,31
48261,12,0,38,38
48261,23,0,1,1
48262,5,15,197,212
48262,9,0,27,27
48294,5,0,44,44
48294,9,0,1,1
48294,12,0,25,25
48294,28,122,158,280
48295,1,0,137,137
48295,5,0,49,49
48295,28,388,209,597
48292,5,0,158,158
48292,9,0,7,7
48292,28,0,37,37
48262,28,10,88,98
48260,2,0,134,134
48260,5,507,255,762
48260,12,0,16,16
48260,23,0,1,1
48259,9,0,48,48
48259,12,0,22,22
48259,28,0,97,97
48260,1,0,252,252
48257,12,0,5,5
48257,28,0,76,76
48258,5,0,52,52
48258,12,0,12,12
48258,28,0,133,133
48259,2,0,46,46
48259,5,160,172,332
48255,1,0,59,59
48255,5,0,117,117
48255,9,0,17,17
48255,28,0,135,135
48255,60,0,1,1
48256,5,188,169,357
48256,9,0,15,15
48257,1,0,99,99
48257,2,0,27,27
48254,9,0,3,3
48254,12,0,11,11
48254,28,0,198,198
48253,1,0,244,244
48253,2,0,27,27
48253,5,0,333,333
48253,9,0,51,51
48251,28,0,41,41
48252,3,0,4,4
48252,5,172,179,351
48252,23,0,15,15
48252,28,0,42,42
48249,2,547,241,788
48249,5,0,18,18
48249,9,0,25,25
48249,23,0,115,115
48250,1,0,51,51
48250,2,0,1,1
48250,12,0,10,10
48251,1,0,223,223
50586,2,0,1,1
48251,5,0,208,208
48251,12,0,13,13
48249,1,0,68,68
48247,5,0,25,25
48247,12,0,4,4
48247,23,0,3,3
48247,28,0,118,118
48248,1,0,62,62
48248,5,0,31,31
48248,23,0,2,2
48248,28,558,166,724
48246,1,0,34,34
48246,2,0,1,1
48246,12,0,7,7
48246,28,534,187,721
48247,1,0,49,49
48247,2,0,188,188
48243,2,0,215,215
48243,5,0,65,65
48243,12,0,3,3
48243,23,0,5,5
48244,2,0,3,3
48244,9,0,6,6
48244,12,0,10,10
48245,1,0,39,39
48245,9,0,3,3
48245,12,0,16,16
48242,1,683,464,1147
48242,2,0,6,6
48242,12,0,21,21
48242,23,0,12,12
48242,28,242,128,370
48226,1,0,20,20
48226,2,0,110,110
48226,28,0,122,122
50559,23,0,5,5
50559,28,0,59,59
50560,2,0,352,352
50560,3,0,1,1
50560,12,0,5,5
50561,1,0,4,4
50561,12,0,2,2
50562,5,0,36,36
50563,1,0,18,18
50563,5,0,96,96
50563,12,0,1,1
50563,60,0,21,21
50564,5,492,164,656
50564,28,0,3,3
50394,28,0,5,5
50395,9,0,15,15
50395,23,0,1,1
50396,3,0,5,5
50396,5,0,48,48
50396,9,0,1,1
50396,12,0,8,8
50396,28,0,7,7
50397,1,0,144,144
50397,5,0,34,34
50397,28,0,28,28
50397,60,0,42,42
50398,3,0,5,5
50398,5,0,58,58
50398,12,0,4,4
50398,28,0,11,11
50399,1,0,91,91
50399,3,0,3,3
50399,9,0,3,3
50400,1,0,40,40
50400,2,477,259,736
50400,9,0,7,7
50400,12,0,39,39
50401,1,0,19,19
50401,3,0,2,2
50401,60,0,7,7
50402,2,0,276,276
50402,3,0,40,40
50402,12,0,4,4
50403,1,0,33,33
50403,2,126,241,367
50403,12,0,19,19
50405,2,0,24,24
50405,3,0,10,10
50405,9,0,7,7
50735,1,0,290,290
50735,2,9206,557,9763
50735,12,0,7,7
50736,1,0,70,70
50736,2,0,129,129
50736,9,0,8,8
50736,12,0,2,2
50736,23,0,174,174
50736,28,0,47,47
50737,1,0,96,96
50737,2,8976,200,9176
50737,5,126,130,256
50737,12,0,2,2
50737,28,0,40,40
50738,1,0,332,332
50738,2,0,24,24
50738,12,0,12,12
50738,28,0,38,38
50739,1,0,315,315
50739,2,0,37,37
50739,3,361,253,614
50739,9,0,36,36
50819,9,0,1,1
50819,12,0,10,10
50819,60,0,38,38
50820,1,0,9,9
50820,3,0,18,18
50820,5,180,105,285
50821,1,0,1,1
50821,12,0,2,2
50821,60,0,19,19
50822,3,0,1,1
50822,5,369,77,446
50822,9,0,2,2
50822,28,0,2,2
50823,3,0,1,1
50823,60,0,30,30
50824,1,0,5,5
50824,3,0,14,14
50824,28,0,9,9
50824,60,300,18,318
50825,1,0,6,6
50825,2,0,26,26
50825,5,196,106,302
44153,28,0,9,9
44153,60,0,15,15
44154,3,0,2,2
44154,5,0,112,112
44154,12,4,4,8
44154,28,36,36,72
